"Index","Lokacija","Razina","Jedinica samouprave","Godina","Vrsta","Klasifikacija","Razred","Razred opis","Skupina","Skupina opis","Podskupina","Podskupina opis","Iznos"
"370","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0455","Promet cjevovodima i ostali promet","0"
"371","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","046","Komunikacije","","","0"
"372","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","047","Ostale industrije","0471","Distribucija i skladištenje","0"
"373","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","047","Ostale industrije","0472","Hoteli i restorani","0"
"374","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","047","Ostale industrije","0473","Turizam","0"
"375","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","047","Ostale industrije","0474","Višenamjenski razvojni projekti","0"
"376","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0481","Istraživanje i razvoj: Opći ekonomski, trgovački i poslovi vezani uz rad","0"
"377","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0482","Istraživanje i razvoj: Poljoprivreda, šumarstvo, ribarstvo i lov","0"
"378","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0483","Istraživanje i razvoj: Gorivo i energija","0"
"379","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0484","Istraživanje i razvoj: Rudarstvo, proizvodnja i građevinarstvo","818644"
"380","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0485","Istraživanje i razvoj: Promet","0"
"381","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0486","Istraživanje i razvoj: Komunikacije","0"
"382","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0487","Istraživanje i razvoj: Ostale industrije","0"
"383","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","049","Ekonomski poslovi koji nisu drugdje svrstani","","","52229227"
"384","Grad Zagreb","21","županija","2005","rashod","funkcijska","05","Zaštita okoliša","051","Gospodarenje otpadom","","","0"
"385","Grad Zagreb","21","županija","2005","rashod","funkcijska","05","Zaštita okoliša","052","Gospodarenje otpadnim vodama","","","0"
"386","Grad Zagreb","21","županija","2005","rashod","funkcijska","05","Zaštita okoliša","053","Smanjenje zagađivanja","","","0"
"387","Grad Zagreb","21","županija","2005","rashod","funkcijska","05","Zaštita okoliša","054","Zaštita bioraznolikosti i krajolika","","","51232"
"388","Grad Zagreb","21","županija","2005","rashod","funkcijska","05","Zaštita okoliša","055","Istraživanje i razvoj: Zaštita okoliša","","","1664587"
"389","Grad Zagreb","21","županija","2005","rashod","funkcijska","05","Zaštita okoliša","056","Poslovi i usluge zaštite okoliša koji nisu drugdje svrstani","","","6734983"
"390","Grad Zagreb","21","županija","2005","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","061","Razvoj stanovanja","","","95540794"
"391","Grad Zagreb","21","županija","2005","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","062","Razvoj zajednice","","","707291173"
"392","Grad Zagreb","21","županija","2005","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","063","Opskrba vodom","","","13467073"
"393","Grad Zagreb","21","županija","2005","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","064","Ulična rasvjeta","","","0"
"394","Grad Zagreb","21","županija","2005","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","065","Istraživanje i razvoj stanovanja i komunalnih pogodnosti","","","16393249"
"395","Grad Zagreb","21","županija","2005","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","066","Rashodi vezani za stanovanje i kom pogodnosti koji nisu drugdje svrstani","","","542476126"
"396","Grad Zagreb","21","županija","2005","rashod","funkcijska","07","Zdravstvo","071","Medicinski proizvodi, pribor i oprema","0711","Farmaceutski proizvodi","0"
"397","Grad Zagreb","21","županija","2005","rashod","funkcijska","07","Zdravstvo","071","Medicinski proizvodi, pribor i oprema","0712","Ostali medicinski proizvodi","0"
"398","Grad Zagreb","21","županija","2005","rashod","funkcijska","07","Zdravstvo","071","Medicinski proizvodi, pribor i oprema","0713","Terapeutski pribor i oprema","0"
"399","Grad Zagreb","21","županija","2005","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0721","Opće medicinske usluge","437649"
"400","Grad Zagreb","21","županija","2005","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0722","Specijalističke medicinske usluge","0"
"401","Grad Zagreb","21","županija","2005","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0723","Zubarske usluge","300000"
"402","Grad Zagreb","21","županija","2005","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0724","Paramedicinske usluge","0"
"403","Grad Zagreb","21","županija","2005","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0731","Usluge općih bolnica","33641409"
"404","Grad Zagreb","21","županija","2005","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0732","Usluge specijalističkih bolnica","2250000"
"405","Grad Zagreb","21","županija","2005","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0733","Usluge medicinskih centara i centara za majčinstvo","2000000"
"406","Grad Zagreb","21","županija","2005","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0734","Usluge centara za njegu i oporavak","0"
"407","Grad Zagreb","21","županija","2005","rashod","funkcijska","07","Zdravstvo","074","Službe javnog zdravstva","","","19923337"
"408","Grad Zagreb","21","županija","2005","rashod","funkcijska","07","Zdravstvo","075","Istraživanje i razvoj zdravstva","","","5170860"
"409","Grad Zagreb","21","županija","2005","rashod","funkcijska","07","Zdravstvo","076","Poslovi i usluge zdravstva koji nisu drugdje svrstani","","","106429117"
"410","Grad Zagreb","21","županija","2005","rashod","funkcijska","08","Rekreacija, kultura i religija","081","Službe rekreacije i sporta","","","290381743"
"411","Grad Zagreb","21","županija","2005","rashod","funkcijska","08","Rekreacija, kultura i religija","082","Službe kulture","","","447695901"
"412","Grad Zagreb","21","županija","2005","rashod","funkcijska","08","Rekreacija, kultura i religija","083","Službe emitiranja i izdavanja","","","0"
"413","Grad Zagreb","21","županija","2005","rashod","funkcijska","08","Rekreacija, kultura i religija","084","Religijske i druge službe zajednice","","","5740215"
"414","Grad Zagreb","21","županija","2005","rashod","funkcijska","08","Rekreacija, kultura i religija","085","Istraživanje i razvoj rekreacije, kulture i religije","","","0"
"415","Grad Zagreb","21","županija","2005","rashod","funkcijska","08","Rekreacija, kultura i religija","086","Rashodi za rekreaciju, kulturu i religiju koji nisu drugdje svrstani","","","42677188"
"416","Grad Zagreb","21","županija","2005","rashod","funkcijska","09","Obrazovanje","091","Predškolsko i osnovno obrazovanje","0911","Predškolsko obrazovanje","552518759"
"417","Grad Zagreb","21","županija","2005","rashod","funkcijska","09","Obrazovanje","091","Predškolsko i osnovno obrazovanje","0912","Osnovno obrazovanje","297117855"
"418","Grad Zagreb","21","županija","2005","rashod","funkcijska","09","Obrazovanje","092","Srednjoškolsko obrazovanje","0921","Niže srednjoškolsko obrazovanje","0"
"419","Grad Zagreb","21","županija","2005","rashod","funkcijska","09","Obrazovanje","092","Srednjoškolsko obrazovanje","0922","Više srednjoškolsko obrazovanje","93831617"
"420","Grad Zagreb","21","županija","2005","rashod","funkcijska","09","Obrazovanje","093","Poslije srednjoškolsko, ali ne visoko obrazovanje","","","0"
"421","Grad Zagreb","21","županija","2005","rashod","funkcijska","09","Obrazovanje","094","Visoka naobrazba","0941","Prvi stupanj visoke naobrazbe","0"
"422","Grad Zagreb","21","županija","2005","rashod","funkcijska","09","Obrazovanje","094","Visoka naobrazba","0942","Drugi stupanj visoke naobrazbe","0"
"423","Grad Zagreb","21","županija","2005","rashod","funkcijska","09","Obrazovanje","095","Obrazovanje koje se ne može definirati po stupnju","","","7713299"
"424","Grad Zagreb","21","županija","2005","rashod","funkcijska","09","Obrazovanje","096","Dodatne usluge u obrazovanju","","","0"
"425","Grad Zagreb","21","županija","2005","rashod","funkcijska","09","Obrazovanje","097","Istraživanje i razvoj obrazovanja","","","0"
"426","Grad Zagreb","21","županija","2005","rashod","funkcijska","09","Obrazovanje","098","Usluge obrazovanja koje nisu drugdje svrstane","","","9656881"
"427","Grad Zagreb","21","županija","2005","rashod","funkcijska","10","Socijalna zaštita","101","Bolest i invaliditet","1011","Bolest","0"
"428","Grad Zagreb","21","županija","2005","rashod","funkcijska","10","Socijalna zaštita","101","Bolest i invaliditet","1012","Invaliditet","32766025"
"429","Grad Zagreb","21","županija","2005","rashod","funkcijska","10","Socijalna zaštita","102","Starost","","","197735187"
"430","Grad Zagreb","21","županija","2005","rashod","funkcijska","10","Socijalna zaštita","103","Sljednici","","","0"
"431","Grad Zagreb","21","županija","2005","rashod","funkcijska","10","Socijalna zaštita","104","Obitelj i djeca","","","58074161"
"432","Grad Zagreb","21","županija","2005","rashod","funkcijska","10","Socijalna zaštita","105","Nezaposlenost","","","0"
"433","Grad Zagreb","21","županija","2005","rashod","funkcijska","10","Socijalna zaštita","106","Stanovanje","","","0"
"434","Grad Zagreb","21","županija","2005","rashod","funkcijska","10","Socijalna zaštita","107","Socijalna pomoć stanovništvu koje nije obuhvaćeno redovnim socijalnim programima","","","56834335"
"435","Grad Zagreb","21","županija","2005","rashod","funkcijska","10","Socijalna zaštita","108","Istraživanje i razvoj socijalne zaštite","","","0"
"436","Grad Zagreb","21","županija","2005","rashod","funkcijska","10","Socijalna zaštita","109","Aktivnosti socijalne zaštite koje nisu drugdje svrstane","","","42509254"
"437","Grad Zagreb","21","županija","2006","rashod","funkcijska","01","Opće javne usluge","011","Izvršna i zakonodavna tijela, financijski i fiskalni poslovi, vanjski poslovi","0111","Izvršna i zakonodavna tijela","1160030670"
"438","Grad Zagreb","21","županija","2006","rashod","funkcijska","01","Opće javne usluge","011","Izvršna i zakonodavna tijela, financijski i fiskalni poslovi, vanjski poslovi","0112","Financijski i fiskalni poslovi","0"
"439","Grad Zagreb","21","županija","2006","rashod","funkcijska","01","Opće javne usluge","011","Izvršna i zakonodavna tijela, financijski i fiskalni poslovi, vanjski poslovi","0113","Vanjski poslovi","0"
"440","Grad Zagreb","21","županija","2006","rashod","funkcijska","01","Opće javne usluge","012","Inozemna ekonomska pomoć","0121","Ekonomska pomoć zemljama u razvoju i zemljama u tranziciji","0"
"441","Grad Zagreb","21","županija","2006","rashod","funkcijska","01","Opće javne usluge","012","Inozemna ekonomska pomoć","0122","Ekonomska pomoć usmjerena preko međunarodnih agencija","0"
"442","Grad Zagreb","21","županija","2006","rashod","funkcijska","01","Opće javne usluge","013","Opće usluge","0131","Opće usluge vezane za službenike","0"
"443","Grad Zagreb","21","županija","2006","rashod","funkcijska","01","Opće javne usluge","013","Opće usluge","0132","Sveukupno planiranje i statističke usluge","0"
"444","Grad Zagreb","21","županija","2006","rashod","funkcijska","01","Opće javne usluge","013","Opće usluge","0133","Ostale opće usluge","0"
"445","Grad Zagreb","21","županija","2006","rashod","funkcijska","01","Opće javne usluge","014","Osnovna istraživanja","","","0"
"446","Grad Zagreb","21","županija","2006","rashod","funkcijska","01","Opće javne usluge","015","Istraživanje i razvoj: Opće javne usluge","","","0"
"447","Grad Zagreb","21","županija","2006","rashod","funkcijska","01","Opće javne usluge","016","Opće javne usluge koje nisu drugdje svrstane","","","0"
"448","Grad Zagreb","21","županija","2006","rashod","funkcijska","01","Opće javne usluge","017","Transakcije vezane za javni dug","","","14496312"
"449","Grad Zagreb","21","županija","2006","rashod","funkcijska","01","Opće javne usluge","018","Prijenosi općeg karaktera između različitih državnih razina","","","0"
"450","Grad Zagreb","21","županija","2006","rashod","funkcijska","02","Obrana","021","Vojna obrana","","","0"
"451","Grad Zagreb","21","županija","2006","rashod","funkcijska","02","Obrana","022","Civilna obrana","","","0"
"452","Grad Zagreb","21","županija","2006","rashod","funkcijska","02","Obrana","023","Inozemna vojna pomoć","","","0"
"453","Grad Zagreb","21","županija","2006","rashod","funkcijska","02","Obrana","024","Istraživanje i razvoj obrane","","","0"
"454","Grad Zagreb","21","županija","2006","rashod","funkcijska","02","Obrana","025","Rashodi za obranu koji nisu drugdje svrstani","","","0"
"455","Grad Zagreb","21","županija","2006","rashod","funkcijska","03","Javni red i sigurnost","031","Usluge policije","","","0"
"456","Grad Zagreb","21","županija","2006","rashod","funkcijska","03","Javni red i sigurnost","032","Usluge protupožarne zaštite","","","81264105"
"457","Grad Zagreb","21","županija","2006","rashod","funkcijska","03","Javni red i sigurnost","033","Sudovi","","","0"
"458","Grad Zagreb","21","županija","2006","rashod","funkcijska","03","Javni red i sigurnost","034","Zatvori","","","0"
"459","Grad Zagreb","21","županija","2006","rashod","funkcijska","03","Javni red i sigurnost","035","Istraživanje i razvoj: Javni red i sigurnost","","","0"
"460","Grad Zagreb","21","županija","2006","rashod","funkcijska","03","Javni red i sigurnost","036","Rashodi za javni red i sigurnost koji nisu drugdje svrstani","","","660000"
"461","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","041","Opći ekonomski, trgovački i poslovi vezani uz rad","0411","Opći ekonomski i trgovački poslovi","0"
"462","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","041","Opći ekonomski, trgovački i poslovi vezani uz rad","0412","Opći poslovi vezani uz rad","0"
"463","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","042","Poljoprivreda, šumarstvo, ribarstvo i lov","0421","Poljoprivreda","42047909"
"464","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","042","Poljoprivreda, šumarstvo, ribarstvo i lov","0422","Šumarstvo","0"
"465","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","042","Poljoprivreda, šumarstvo, ribarstvo i lov","0423","Ribarstvo i lov","410344"
"466","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0431","Ugljen i ostala kruta mineralna goriva","0"
"467","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0432","Nafta i prirodni plin","0"
"468","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0433","Nuklearno gorivo","0"
"469","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0434","Ostala goriva","0"
"470","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0435","Električna energija","0"
"471","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0436","Ostale vrste energije","0"
"472","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","044","Rudarstvo, proizvodnja i građevinarstvo","0441","Rudarstvo, mineralni resursi i ostala mineralna goriva","0"
"473","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","044","Rudarstvo, proizvodnja i građevinarstvo","0442","Proizvodnja","0"
"474","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","044","Rudarstvo, proizvodnja i građevinarstvo","0443","Građevinarstvo","0"
"475","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0451","Cestovni promet","897451247"
"476","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0452","Promet vodnim potovima","0"
"477","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0453","Željeznički promet","75750000"
"478","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0454","Zračni promet","0"
"479","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0455","Promet cjevovodima i ostali promet","0"
"480","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","046","Komunikacije","","","0"
"481","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","047","Ostale industrije","0471","Distribucija i skladištenje","0"
"482","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","047","Ostale industrije","0472","Hoteli i restorani","0"
"483","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","047","Ostale industrije","0473","Turizam","0"
"484","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","047","Ostale industrije","0474","Višenamjenski razvojni projekti","0"
"485","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0481","Istraživanje i razvoj: Opći ekonomski, trgovački i poslovi vezani uz rad","0"
"486","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0482","Istraživanje i razvoj: Poljoprivreda, šumarstvo, ribarstvo i lov","0"
"487","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0483","Istraživanje i razvoj: Gorivo i energija","0"
"488","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0484","Istraživanje i razvoj: Rudarstvo, proizvodnja i građevinarstvo","0"
"489","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0485","Istraživanje i razvoj: Promet","0"
"490","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0486","Istraživanje i razvoj: Komunikacije","0"
"491","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0487","Istraživanje i razvoj: Ostale industrije","0"
"492","Grad Zagreb","21","županija","2006","rashod","funkcijska","04","Ekonomski poslovi","049","Ekonomski poslovi koji nisu drugdje svrstani","","","1174200"
"493","Grad Zagreb","21","županija","2006","rashod","funkcijska","05","Zaštita okoliša","051","Gospodarenje otpadom","","","0"
"494","Grad Zagreb","21","županija","2006","rashod","funkcijska","05","Zaštita okoliša","052","Gospodarenje otpadnim vodama","","","7698757"
"495","Grad Zagreb","21","županija","2006","rashod","funkcijska","05","Zaštita okoliša","053","Smanjenje zagađivanja","","","0"
"496","Grad Zagreb","21","županija","2006","rashod","funkcijska","05","Zaštita okoliša","054","Zaštita bioraznolikosti i krajolika","","","0"
"497","Grad Zagreb","21","županija","2006","rashod","funkcijska","05","Zaštita okoliša","055","Istraživanje i razvoj: Zaštita okoliša","","","0"
"498","Grad Zagreb","21","županija","2006","rashod","funkcijska","05","Zaštita okoliša","056","Poslovi i usluge zaštite okoliša koji nisu drugdje svrstani","","","38479316"
"499","Grad Zagreb","21","županija","2006","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","061","Razvoj stanovanja","","","17186524"
"500","Grad Zagreb","21","županija","2006","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","062","Razvoj zajednice","","","125763059"
"501","Grad Zagreb","21","županija","2006","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","063","Opskrba vodom","","","0"
"502","Grad Zagreb","21","županija","2006","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","064","Ulična rasvjeta","","","112169329"
"503","Grad Zagreb","21","županija","2006","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","065","Istraživanje i razvoj stanovanja i komunalnih pogodnosti","","","0"
"504","Grad Zagreb","21","županija","2006","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","066","Rashodi vezani za stanovanje i kom pogodnosti koji nisu drugdje svrstani","","","1091211495"
"505","Grad Zagreb","21","županija","2006","rashod","funkcijska","07","Zdravstvo","071","Medicinski proizvodi, pribor i oprema","0711","Farmaceutski proizvodi","0"
"506","Grad Zagreb","21","županija","2006","rashod","funkcijska","07","Zdravstvo","071","Medicinski proizvodi, pribor i oprema","0712","Ostali medicinski proizvodi","0"
"507","Grad Zagreb","21","županija","2006","rashod","funkcijska","07","Zdravstvo","071","Medicinski proizvodi, pribor i oprema","0713","Terapeutski pribor i oprema","0"
"508","Grad Zagreb","21","županija","2006","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0721","Opće medicinske usluge","0"
"509","Grad Zagreb","21","županija","2006","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0722","Specijalističke medicinske usluge","0"
"510","Grad Zagreb","21","županija","2006","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0723","Zubarske usluge","1101074"
"511","Grad Zagreb","21","županija","2006","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0724","Paramedicinske usluge","0"
"512","Grad Zagreb","21","županija","2006","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0731","Usluge općih bolnica","0"
"513","Grad Zagreb","21","županija","2006","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0732","Usluge specijalističkih bolnica","2250000"
"514","Grad Zagreb","21","županija","2006","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0733","Usluge medicinskih centara i centara za majčinstvo","0"
"515","Grad Zagreb","21","županija","2006","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0734","Usluge centara za njegu i oporavak","0"
"516","Grad Zagreb","21","županija","2006","rashod","funkcijska","07","Zdravstvo","074","Službe javnog zdravstva","","","42706717"
"517","Grad Zagreb","21","županija","2006","rashod","funkcijska","07","Zdravstvo","075","Istraživanje i razvoj zdravstva","","","0"
"518","Grad Zagreb","21","županija","2006","rashod","funkcijska","07","Zdravstvo","076","Poslovi i usluge zdravstva koji nisu drugdje svrstani","","","149880111"
"519","Grad Zagreb","21","županija","2006","rashod","funkcijska","08","Rekreacija, kultura i religija","081","Službe rekreacije i sporta","","","289488352"
"520","Grad Zagreb","21","županija","2006","rashod","funkcijska","08","Rekreacija, kultura i religija","082","Službe kulture","","","511140104"
"521","Grad Zagreb","21","županija","2006","rashod","funkcijska","08","Rekreacija, kultura i religija","083","Službe emitiranja i izdavanja","","","0"
"522","Grad Zagreb","21","županija","2006","rashod","funkcijska","08","Rekreacija, kultura i religija","084","Religijske i druge službe zajednice","","","8411123"
"523","Grad Zagreb","21","županija","2006","rashod","funkcijska","08","Rekreacija, kultura i religija","085","Istraživanje i razvoj rekreacije, kulture i religije","","","0"
"524","Grad Zagreb","21","županija","2006","rashod","funkcijska","08","Rekreacija, kultura i religija","086","Rashodi za rekreaciju, kulturu i religiju koji nisu drugdje svrstani","","","41444819"
"525","Grad Zagreb","21","županija","2006","rashod","funkcijska","09","Obrazovanje","091","Predškolsko i osnovno obrazovanje","0911","Predškolsko obrazovanje","679777127"
"526","Grad Zagreb","21","županija","2006","rashod","funkcijska","09","Obrazovanje","091","Predškolsko i osnovno obrazovanje","0912","Osnovno obrazovanje","235298262"
"527","Grad Zagreb","21","županija","2006","rashod","funkcijska","09","Obrazovanje","092","Srednjoškolsko obrazovanje","0921","Niže srednjoškolsko obrazovanje","0"
"528","Grad Zagreb","21","županija","2006","rashod","funkcijska","09","Obrazovanje","092","Srednjoškolsko obrazovanje","0922","Više srednjoškolsko obrazovanje","101893677"
"529","Grad Zagreb","21","županija","2006","rashod","funkcijska","09","Obrazovanje","093","Poslije srednjoškolsko, ali ne visoko obrazovanje","","","0"
"530","Grad Zagreb","21","županija","2006","rashod","funkcijska","09","Obrazovanje","094","Visoka naobrazba","0941","Prvi stupanj visoke naobrazbe","0"
"531","Grad Zagreb","21","županija","2006","rashod","funkcijska","09","Obrazovanje","094","Visoka naobrazba","0942","Drugi stupanj visoke naobrazbe","0"
"532","Grad Zagreb","21","županija","2006","rashod","funkcijska","09","Obrazovanje","095","Obrazovanje koje se ne može definirati po stupnju","","","0"
"533","Grad Zagreb","21","županija","2006","rashod","funkcijska","09","Obrazovanje","096","Dodatne usluge u obrazovanju","","","0"
"534","Grad Zagreb","21","županija","2006","rashod","funkcijska","09","Obrazovanje","097","Istraživanje i razvoj obrazovanja","","","0"
"535","Grad Zagreb","21","županija","2006","rashod","funkcijska","09","Obrazovanje","098","Usluge obrazovanja koje nisu drugdje svrstane","","","94341987"
"536","Grad Zagreb","21","županija","2006","rashod","funkcijska","10","Socijalna zaštita","101","Bolest i invaliditet","1011","Bolest","0"
"537","Grad Zagreb","21","županija","2006","rashod","funkcijska","10","Socijalna zaštita","101","Bolest i invaliditet","1012","Invaliditet","34722633"
"538","Grad Zagreb","21","županija","2006","rashod","funkcijska","10","Socijalna zaštita","102","Starost","","","199716774"
"539","Grad Zagreb","21","županija","2006","rashod","funkcijska","10","Socijalna zaštita","103","Sljednici","","","0"
"540","Grad Zagreb","21","županija","2006","rashod","funkcijska","10","Socijalna zaštita","104","Obitelj i djeca","","","113315035"
"541","Grad Zagreb","21","županija","2006","rashod","funkcijska","10","Socijalna zaštita","105","Nezaposlenost","","","0"
"542","Grad Zagreb","21","županija","2006","rashod","funkcijska","10","Socijalna zaštita","106","Stanovanje","","","0"
"543","Grad Zagreb","21","županija","2006","rashod","funkcijska","10","Socijalna zaštita","107","Socijalna pomoć stanovništvu koje nije obuhvaćeno redovnim socijalnim programima","","","0"
"544","Grad Zagreb","21","županija","2006","rashod","funkcijska","10","Socijalna zaštita","108","Istraživanje i razvoj socijalne zaštite","","","0"
"545","Grad Zagreb","21","županija","2006","rashod","funkcijska","10","Socijalna zaštita","109","Aktivnosti socijalne zaštite koje nisu drugdje svrstane","","","89023133"
"546","Grad Zagreb","21","županija","2007","rashod","funkcijska","01","Opće javne usluge","011","Izvršna i zakonodavna tijela, financijski i fiskalni poslovi, vanjski poslovi","0111","Izvršna i zakonodavna tijela","885729328"
"547","Grad Zagreb","21","županija","2007","rashod","funkcijska","01","Opće javne usluge","011","Izvršna i zakonodavna tijela, financijski i fiskalni poslovi, vanjski poslovi","0112","Financijski i fiskalni poslovi","0"
"548","Grad Zagreb","21","županija","2007","rashod","funkcijska","01","Opće javne usluge","011","Izvršna i zakonodavna tijela, financijski i fiskalni poslovi, vanjski poslovi","0113","Vanjski poslovi","0"
"549","Grad Zagreb","21","županija","2007","rashod","funkcijska","01","Opće javne usluge","012","Inozemna ekonomska pomoć","0121","Ekonomska pomoć zemljama u razvoju i zemljama u tranziciji","0"
"550","Grad Zagreb","21","županija","2007","rashod","funkcijska","01","Opće javne usluge","012","Inozemna ekonomska pomoć","0122","Ekonomska pomoć usmjerena preko međunarodnih agencija","0"
"551","Grad Zagreb","21","županija","2007","rashod","funkcijska","01","Opće javne usluge","013","Opće usluge","0131","Opće usluge vezane za službenike","0"
"552","Grad Zagreb","21","županija","2007","rashod","funkcijska","01","Opće javne usluge","013","Opće usluge","0132","Sveukupno planiranje i statističke usluge","0"
"553","Grad Zagreb","21","županija","2007","rashod","funkcijska","01","Opće javne usluge","013","Opće usluge","0133","Ostale opće usluge","0"
"554","Grad Zagreb","21","županija","2007","rashod","funkcijska","01","Opće javne usluge","014","Osnovna istraživanja","","","0"
