"Index","Lokacija","Razina","Jedinica samouprave","Godina","Vrsta","Klasifikacija","Razred","Razred opis","Skupina","Skupina opis","Podskupina","Podskupina opis","Iznos"
"182","Grad Zagreb","21","županija","2003","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0722","Specijalističke medicinske usluge","0"
"183","Grad Zagreb","21","županija","2003","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0723","Zubarske usluge","250000"
"184","Grad Zagreb","21","županija","2003","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0724","Paramedicinske usluge","0"
"185","Grad Zagreb","21","županija","2003","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0731","Usluge općih bolnica","18130640"
"186","Grad Zagreb","21","županija","2003","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0732","Usluge specijalističkih bolnica","8400000"
"187","Grad Zagreb","21","županija","2003","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0733","Usluge medicinskih centara i centara za majčinstvo","999996"
"188","Grad Zagreb","21","županija","2003","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0734","Usluge centara za njegu i oporavak","0"
"189","Grad Zagreb","21","županija","2003","rashod","funkcijska","07","Zdravstvo","074","Službe javnog zdravstva","","","15781760"
"190","Grad Zagreb","21","županija","2003","rashod","funkcijska","07","Zdravstvo","075","Istraživanje i razvoj zdravstva","","","7972511"
"191","Grad Zagreb","21","županija","2003","rashod","funkcijska","07","Zdravstvo","076","Poslovi i usluge zdravstva koji nisu drugdje svrstani","","","109076888"
"192","Grad Zagreb","21","županija","2003","rashod","funkcijska","08","Rekreacija, kultura i religija","081","Službe rekreacije i sporta","","","218971341"
"193","Grad Zagreb","21","županija","2003","rashod","funkcijska","08","Rekreacija, kultura i religija","082","Službe kulture","","","365365702"
"194","Grad Zagreb","21","županija","2003","rashod","funkcijska","08","Rekreacija, kultura i religija","083","Službe emitiranja i izdavanja","","","0"
"195","Grad Zagreb","21","županija","2003","rashod","funkcijska","08","Rekreacija, kultura i religija","084","Religijske i druge službe zajednice","","","0"
"196","Grad Zagreb","21","županija","2003","rashod","funkcijska","08","Rekreacija, kultura i religija","085","Istraživanje i razvoj rekreacije, kulture i religije","","","0"
"197","Grad Zagreb","21","županija","2003","rashod","funkcijska","08","Rekreacija, kultura i religija","086","Rashodi za rekreaciju, kulturu i religiju koji nisu drugdje svrstani","","","13390761"
"198","Grad Zagreb","21","županija","2003","rashod","funkcijska","09","Obrazovanje","091","Predškolsko i osnovno obrazovanje","0911","Predškolsko obrazovanje","520866880"
"199","Grad Zagreb","21","županija","2003","rashod","funkcijska","09","Obrazovanje","091","Predškolsko i osnovno obrazovanje","0912","Osnovno obrazovanje","217958683"
"200","Grad Zagreb","21","županija","2003","rashod","funkcijska","09","Obrazovanje","092","Srednjoškolsko obrazovanje","0921","Niže srednjoškolsko obrazovanje","0"
"201","Grad Zagreb","21","županija","2003","rashod","funkcijska","09","Obrazovanje","092","Srednjoškolsko obrazovanje","0922","Više srednjoškolsko obrazovanje","88769765"
"202","Grad Zagreb","21","županija","2003","rashod","funkcijska","09","Obrazovanje","093","Poslije srednjoškolsko, ali ne visoko obrazovanje","","","0"
"203","Grad Zagreb","21","županija","2003","rashod","funkcijska","09","Obrazovanje","094","Visoka naobrazba","0941","Prvi stupanj visoke naobrazbe","0"
"204","Grad Zagreb","21","županija","2003","rashod","funkcijska","09","Obrazovanje","094","Visoka naobrazba","0942","Drugi stupanj visoke naobrazbe","0"
"205","Grad Zagreb","21","županija","2003","rashod","funkcijska","09","Obrazovanje","095","Obrazovanje koje se ne može definirati po stupnju","","","4566217"
"206","Grad Zagreb","21","županija","2003","rashod","funkcijska","09","Obrazovanje","096","Dodatne usluge u obrazovanju","","","0"
"207","Grad Zagreb","21","županija","2003","rashod","funkcijska","09","Obrazovanje","097","Istraživanje i razvoj obrazovanja","","","0"
"208","Grad Zagreb","21","županija","2003","rashod","funkcijska","09","Obrazovanje","098","Usluge obrazovanja koje nisu drugdje svrstane","","","18879774"
"209","Grad Zagreb","21","županija","2003","rashod","funkcijska","10","Socijalna zaštita","101","Bolest i invaliditet","1011","Bolest","0"
"210","Grad Zagreb","21","županija","2003","rashod","funkcijska","10","Socijalna zaštita","101","Bolest i invaliditet","1012","Invaliditet","21745462"
"211","Grad Zagreb","21","županija","2003","rashod","funkcijska","10","Socijalna zaštita","102","Starost","","","109099297"
"212","Grad Zagreb","21","županija","2003","rashod","funkcijska","10","Socijalna zaštita","103","Sljednici","","","0"
"213","Grad Zagreb","21","županija","2003","rashod","funkcijska","10","Socijalna zaštita","104","Obitelj i djeca","","","5439187"
"214","Grad Zagreb","21","županija","2003","rashod","funkcijska","10","Socijalna zaštita","105","Nezaposlenost","","","0"
"215","Grad Zagreb","21","županija","2003","rashod","funkcijska","10","Socijalna zaštita","106","Stanovanje","","","0"
"216","Grad Zagreb","21","županija","2003","rashod","funkcijska","10","Socijalna zaštita","107","Socijalna pomoć stanovništvu koje nije obuhvaćeno redovnim socijalnim programima","","","36684889"
"217","Grad Zagreb","21","županija","2003","rashod","funkcijska","10","Socijalna zaštita","108","Istraživanje i razvoj socijalne zaštite","","","0"
"218","Grad Zagreb","21","županija","2003","rashod","funkcijska","10","Socijalna zaštita","109","Aktivnosti socijalne zaštite koje nisu drugdje svrstane","","","29171829"
"219","Grad Zagreb","21","županija","2004","rashod","funkcijska","01","Opće javne usluge","011","Izvršna i zakonodavna tijela, financijski i fiskalni poslovi, vanjski poslovi","0111","Izvršna i zakonodavna tijela","487411766"
"220","Grad Zagreb","21","županija","2004","rashod","funkcijska","01","Opće javne usluge","011","Izvršna i zakonodavna tijela, financijski i fiskalni poslovi, vanjski poslovi","0112","Financijski i fiskalni poslovi","7216435"
"221","Grad Zagreb","21","županija","2004","rashod","funkcijska","01","Opće javne usluge","011","Izvršna i zakonodavna tijela, financijski i fiskalni poslovi, vanjski poslovi","0113","Vanjski poslovi","0"
"222","Grad Zagreb","21","županija","2004","rashod","funkcijska","01","Opće javne usluge","012","Inozemna ekonomska pomoć","0121","Ekonomska pomoć zemljama u razvoju i zemljama u tranziciji","0"
"223","Grad Zagreb","21","županija","2004","rashod","funkcijska","01","Opće javne usluge","012","Inozemna ekonomska pomoć","0122","Ekonomska pomoć usmjerena preko međunarodnih agencija","0"
"224","Grad Zagreb","21","županija","2004","rashod","funkcijska","01","Opće javne usluge","013","Opće usluge","0131","Opće usluge vezane za službenike","0"
"225","Grad Zagreb","21","županija","2004","rashod","funkcijska","01","Opće javne usluge","013","Opće usluge","0132","Sveukupno planiranje i statističke usluge","0"
"226","Grad Zagreb","21","županija","2004","rashod","funkcijska","01","Opće javne usluge","013","Opće usluge","0133","Ostale opće usluge","22593402"
"227","Grad Zagreb","21","županija","2004","rashod","funkcijska","01","Opće javne usluge","014","Osnovna istraživanja","","","0"
"228","Grad Zagreb","21","županija","2004","rashod","funkcijska","01","Opće javne usluge","015","Istraživanje i razvoj: Opće javne usluge","","","0"
"229","Grad Zagreb","21","županija","2004","rashod","funkcijska","01","Opće javne usluge","016","Opće javne usluge koje nisu drugdje svrstane","","","0"
"230","Grad Zagreb","21","županija","2004","rashod","funkcijska","01","Opće javne usluge","017","Transakcije vezane za javni dug","","","29514501"
"231","Grad Zagreb","21","županija","2004","rashod","funkcijska","01","Opće javne usluge","018","Prijenosi općeg karaktera između različitih državnih razina","","","0"
"232","Grad Zagreb","21","županija","2004","rashod","funkcijska","02","Obrana","021","Vojna obrana","","","0"
"233","Grad Zagreb","21","županija","2004","rashod","funkcijska","02","Obrana","022","Civilna obrana","","","0"
"234","Grad Zagreb","21","županija","2004","rashod","funkcijska","02","Obrana","023","Inozemna vojna pomoć","","","0"
"235","Grad Zagreb","21","županija","2004","rashod","funkcijska","02","Obrana","024","Istraživanje i razvoj obrane","","","0"
"236","Grad Zagreb","21","županija","2004","rashod","funkcijska","02","Obrana","025","Rashodi za obranu koji nisu drugdje svrstani","","","0"
"237","Grad Zagreb","21","županija","2004","rashod","funkcijska","03","Javni red i sigurnost","031","Usluge policije","","","0"
"238","Grad Zagreb","21","županija","2004","rashod","funkcijska","03","Javni red i sigurnost","032","Usluge protupožarne zaštite","","","63666331"
"239","Grad Zagreb","21","županija","2004","rashod","funkcijska","03","Javni red i sigurnost","033","Sudovi","","","6200000"
"240","Grad Zagreb","21","županija","2004","rashod","funkcijska","03","Javni red i sigurnost","034","Zatvori","","","0"
"241","Grad Zagreb","21","županija","2004","rashod","funkcijska","03","Javni red i sigurnost","035","Istraživanje i razvoj: Javni red i sigurnost","","","0"
"242","Grad Zagreb","21","županija","2004","rashod","funkcijska","03","Javni red i sigurnost","036","Rashodi za javni red i sigurnost koji nisu drugdje svrstani","","","610000"
"243","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","041","Opći ekonomski, trgovački i poslovi vezani uz rad","0411","Opći ekonomski i trgovački poslovi","193771266"
"244","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","041","Opći ekonomski, trgovački i poslovi vezani uz rad","0412","Opći poslovi vezani uz rad","0"
"245","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","042","Poljoprivreda, šumarstvo, ribarstvo i lov","0421","Poljoprivreda","11450362"
"246","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","042","Poljoprivreda, šumarstvo, ribarstvo i lov","0422","Šumarstvo","230760"
"247","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","042","Poljoprivreda, šumarstvo, ribarstvo i lov","0423","Ribarstvo i lov","823092"
"248","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0431","Ugljen i ostala kruta mineralna goriva","0"
"249","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0432","Nafta i prirodni plin","0"
"250","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0433","Nuklearno gorivo","0"
"251","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0434","Ostala goriva","0"
"252","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0435","Električna energija","0"
"253","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0436","Ostale vrste energije","0"
"254","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","044","Rudarstvo, proizvodnja i građevinarstvo","0441","Rudarstvo, mineralni resursi i ostala mineralna goriva","0"
"255","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","044","Rudarstvo, proizvodnja i građevinarstvo","0442","Proizvodnja","0"
"256","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","044","Rudarstvo, proizvodnja i građevinarstvo","0443","Građevinarstvo","0"
"257","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0451","Cestovni promet","782914178"
"258","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0452","Promet vodnim potovima","0"
"259","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0453","Željeznički promet","58501000"
"260","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0454","Zračni promet","0"
"261","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0455","Promet cjevovodima i ostali promet","0"
"262","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","046","Komunikacije","","","0"
"263","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","047","Ostale industrije","0471","Distribucija i skladištenje","0"
"264","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","047","Ostale industrije","0472","Hoteli i restorani","0"
"265","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","047","Ostale industrije","0473","Turizam","0"
"266","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","047","Ostale industrije","0474","Višenamjenski razvojni projekti","0"
"267","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0481","Istraživanje i razvoj: Opći ekonomski, trgovački i poslovi vezani uz rad","0"
"268","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0482","Istraživanje i razvoj: Poljoprivreda, šumarstvo, ribarstvo i lov","0"
"269","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0483","Istraživanje i razvoj: Gorivo i energija","0"
"270","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0484","Istraživanje i razvoj: Rudarstvo, proizvodnja i građevinarstvo","452629"
"271","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0485","Istraživanje i razvoj: Promet","0"
"272","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0486","Istraživanje i razvoj: Komunikacije","0"
"273","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0487","Istraživanje i razvoj: Ostale industrije","0"
"274","Grad Zagreb","21","županija","2004","rashod","funkcijska","04","Ekonomski poslovi","049","Ekonomski poslovi koji nisu drugdje svrstani","","","72081036"
"275","Grad Zagreb","21","županija","2004","rashod","funkcijska","05","Zaštita okoliša","051","Gospodarenje otpadom","","","0"
"276","Grad Zagreb","21","županija","2004","rashod","funkcijska","05","Zaštita okoliša","052","Gospodarenje otpadnim vodama","","","0"
"277","Grad Zagreb","21","županija","2004","rashod","funkcijska","05","Zaštita okoliša","053","Smanjenje zagađivanja","","","0"
"278","Grad Zagreb","21","županija","2004","rashod","funkcijska","05","Zaštita okoliša","054","Zaštita bioraznolikosti i krajolika","","","0"
"279","Grad Zagreb","21","županija","2004","rashod","funkcijska","05","Zaštita okoliša","055","Istraživanje i razvoj: Zaštita okoliša","","","1750232"
"280","Grad Zagreb","21","županija","2004","rashod","funkcijska","05","Zaštita okoliša","056","Poslovi i usluge zaštite okoliša koji nisu drugdje svrstani","","","4954676"
"281","Grad Zagreb","21","županija","2004","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","061","Razvoj stanovanja","","","134080304"
"282","Grad Zagreb","21","županija","2004","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","062","Razvoj zajednice","","","594708516"
"283","Grad Zagreb","21","županija","2004","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","063","Opskrba vodom","","","12571753"
"284","Grad Zagreb","21","županija","2004","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","064","Ulična rasvjeta","","","0"
"285","Grad Zagreb","21","županija","2004","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","065","Istraživanje i razvoj stanovanja i komunalnih pogodnosti","","","11066830"
"286","Grad Zagreb","21","županija","2004","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","066","Rashodi vezani za stanovanje i kom pogodnosti koji nisu drugdje svrstani","","","599789164"
"287","Grad Zagreb","21","županija","2004","rashod","funkcijska","07","Zdravstvo","071","Medicinski proizvodi, pribor i oprema","0711","Farmaceutski proizvodi","0"
"288","Grad Zagreb","21","županija","2004","rashod","funkcijska","07","Zdravstvo","071","Medicinski proizvodi, pribor i oprema","0712","Ostali medicinski proizvodi","0"
"289","Grad Zagreb","21","županija","2004","rashod","funkcijska","07","Zdravstvo","071","Medicinski proizvodi, pribor i oprema","0713","Terapeutski pribor i oprema","0"
"290","Grad Zagreb","21","županija","2004","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0721","Opće medicinske usluge","0"
"291","Grad Zagreb","21","županija","2004","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0722","Specijalističke medicinske usluge","0"
"292","Grad Zagreb","21","županija","2004","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0723","Zubarske usluge","300000"
"293","Grad Zagreb","21","županija","2004","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0724","Paramedicinske usluge","0"
"294","Grad Zagreb","21","županija","2004","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0731","Usluge općih bolnica","9658321"
"295","Grad Zagreb","21","županija","2004","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0732","Usluge specijalističkih bolnica","2250000"
"296","Grad Zagreb","21","županija","2004","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0733","Usluge medicinskih centara i centara za majčinstvo","1500000"
"297","Grad Zagreb","21","županija","2004","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0734","Usluge centara za njegu i oporavak","0"
"298","Grad Zagreb","21","županija","2004","rashod","funkcijska","07","Zdravstvo","074","Službe javnog zdravstva","","","21168612"
"299","Grad Zagreb","21","županija","2004","rashod","funkcijska","07","Zdravstvo","075","Istraživanje i razvoj zdravstva","","","5852559"
"300","Grad Zagreb","21","županija","2004","rashod","funkcijska","07","Zdravstvo","076","Poslovi i usluge zdravstva koji nisu drugdje svrstani","","","81703089"
"301","Grad Zagreb","21","županija","2004","rashod","funkcijska","08","Rekreacija, kultura i religija","081","Službe rekreacije i sporta","","","236359808"
"302","Grad Zagreb","21","županija","2004","rashod","funkcijska","08","Rekreacija, kultura i religija","082","Službe kulture","","","441751724"
"303","Grad Zagreb","21","županija","2004","rashod","funkcijska","08","Rekreacija, kultura i religija","083","Službe emitiranja i izdavanja","","","0"
"304","Grad Zagreb","21","županija","2004","rashod","funkcijska","08","Rekreacija, kultura i religija","084","Religijske i druge službe zajednice","","","0"
"305","Grad Zagreb","21","županija","2004","rashod","funkcijska","08","Rekreacija, kultura i religija","085","Istraživanje i razvoj rekreacije, kulture i religije","","","0"
"306","Grad Zagreb","21","županija","2004","rashod","funkcijska","08","Rekreacija, kultura i religija","086","Rashodi za rekreaciju, kulturu i religiju koji nisu drugdje svrstani","","","18668009"
"307","Grad Zagreb","21","županija","2004","rashod","funkcijska","09","Obrazovanje","091","Predškolsko i osnovno obrazovanje","0911","Predškolsko obrazovanje","536434764"
"308","Grad Zagreb","21","županija","2004","rashod","funkcijska","09","Obrazovanje","091","Predškolsko i osnovno obrazovanje","0912","Osnovno obrazovanje","210709030"
"309","Grad Zagreb","21","županija","2004","rashod","funkcijska","09","Obrazovanje","092","Srednjoškolsko obrazovanje","0921","Niže srednjoškolsko obrazovanje","0"
"310","Grad Zagreb","21","županija","2004","rashod","funkcijska","09","Obrazovanje","092","Srednjoškolsko obrazovanje","0922","Više srednjoškolsko obrazovanje","80488983"
"311","Grad Zagreb","21","županija","2004","rashod","funkcijska","09","Obrazovanje","093","Poslije srednjoškolsko, ali ne visoko obrazovanje","","","0"
"312","Grad Zagreb","21","županija","2004","rashod","funkcijska","09","Obrazovanje","094","Visoka naobrazba","0941","Prvi stupanj visoke naobrazbe","0"
"313","Grad Zagreb","21","županija","2004","rashod","funkcijska","09","Obrazovanje","094","Visoka naobrazba","0942","Drugi stupanj visoke naobrazbe","0"
"314","Grad Zagreb","21","županija","2004","rashod","funkcijska","09","Obrazovanje","095","Obrazovanje koje se ne može definirati po stupnju","","","19882360"
"315","Grad Zagreb","21","županija","2004","rashod","funkcijska","09","Obrazovanje","096","Dodatne usluge u obrazovanju","","","0"
"316","Grad Zagreb","21","županija","2004","rashod","funkcijska","09","Obrazovanje","097","Istraživanje i razvoj obrazovanja","","","0"
"317","Grad Zagreb","21","županija","2004","rashod","funkcijska","09","Obrazovanje","098","Usluge obrazovanja koje nisu drugdje svrstane","","","18757344"
"318","Grad Zagreb","21","županija","2004","rashod","funkcijska","10","Socijalna zaštita","101","Bolest i invaliditet","1011","Bolest","0"
"319","Grad Zagreb","21","županija","2004","rashod","funkcijska","10","Socijalna zaštita","101","Bolest i invaliditet","1012","Invaliditet","26034173"
"320","Grad Zagreb","21","županija","2004","rashod","funkcijska","10","Socijalna zaštita","102","Starost","","","94052356"
"321","Grad Zagreb","21","županija","2004","rashod","funkcijska","10","Socijalna zaštita","103","Sljednici","","","0"
"322","Grad Zagreb","21","županija","2004","rashod","funkcijska","10","Socijalna zaštita","104","Obitelj i djeca","","","15082120"
"323","Grad Zagreb","21","županija","2004","rashod","funkcijska","10","Socijalna zaštita","105","Nezaposlenost","","","0"
"324","Grad Zagreb","21","županija","2004","rashod","funkcijska","10","Socijalna zaštita","106","Stanovanje","","","0"
"325","Grad Zagreb","21","županija","2004","rashod","funkcijska","10","Socijalna zaštita","107","Socijalna pomoć stanovništvu koje nije obuhvaćeno redovnim socijalnim programima","","","53989106"
"326","Grad Zagreb","21","županija","2004","rashod","funkcijska","10","Socijalna zaštita","108","Istraživanje i razvoj socijalne zaštite","","","0"
"327","Grad Zagreb","21","županija","2004","rashod","funkcijska","10","Socijalna zaštita","109","Aktivnosti socijalne zaštite koje nisu drugdje svrstane","","","31148450"
"328","Grad Zagreb","21","županija","2005","rashod","funkcijska","01","Opće javne usluge","011","Izvršna i zakonodavna tijela, financijski i fiskalni poslovi, vanjski poslovi","0111","Izvršna i zakonodavna tijela","557629514"
"329","Grad Zagreb","21","županija","2005","rashod","funkcijska","01","Opće javne usluge","011","Izvršna i zakonodavna tijela, financijski i fiskalni poslovi, vanjski poslovi","0112","Financijski i fiskalni poslovi","12770135"
"330","Grad Zagreb","21","županija","2005","rashod","funkcijska","01","Opće javne usluge","011","Izvršna i zakonodavna tijela, financijski i fiskalni poslovi, vanjski poslovi","0113","Vanjski poslovi","0"
"331","Grad Zagreb","21","županija","2005","rashod","funkcijska","01","Opće javne usluge","012","Inozemna ekonomska pomoć","0121","Ekonomska pomoć zemljama u razvoju i zemljama u tranziciji","0"
"332","Grad Zagreb","21","županija","2005","rashod","funkcijska","01","Opće javne usluge","012","Inozemna ekonomska pomoć","0122","Ekonomska pomoć usmjerena preko međunarodnih agencija","0"
"333","Grad Zagreb","21","županija","2005","rashod","funkcijska","01","Opće javne usluge","013","Opće usluge","0131","Opće usluge vezane za službenike","0"
"334","Grad Zagreb","21","županija","2005","rashod","funkcijska","01","Opće javne usluge","013","Opće usluge","0132","Sveukupno planiranje i statističke usluge","0"
"335","Grad Zagreb","21","županija","2005","rashod","funkcijska","01","Opće javne usluge","013","Opće usluge","0133","Ostale opće usluge","24286705"
"336","Grad Zagreb","21","županija","2005","rashod","funkcijska","01","Opće javne usluge","014","Osnovna istraživanja","","","0"
"337","Grad Zagreb","21","županija","2005","rashod","funkcijska","01","Opće javne usluge","015","Istraživanje i razvoj: Opće javne usluge","","","0"
"338","Grad Zagreb","21","županija","2005","rashod","funkcijska","01","Opće javne usluge","016","Opće javne usluge koje nisu drugdje svrstane","","","0"
"339","Grad Zagreb","21","županija","2005","rashod","funkcijska","01","Opće javne usluge","017","Transakcije vezane za javni dug","","","39293979"
"340","Grad Zagreb","21","županija","2005","rashod","funkcijska","01","Opće javne usluge","018","Prijenosi općeg karaktera između različitih državnih razina","","","0"
"341","Grad Zagreb","21","županija","2005","rashod","funkcijska","02","Obrana","021","Vojna obrana","","","0"
"342","Grad Zagreb","21","županija","2005","rashod","funkcijska","02","Obrana","022","Civilna obrana","","","0"
"343","Grad Zagreb","21","županija","2005","rashod","funkcijska","02","Obrana","023","Inozemna vojna pomoć","","","0"
"344","Grad Zagreb","21","županija","2005","rashod","funkcijska","02","Obrana","024","Istraživanje i razvoj obrane","","","0"
"345","Grad Zagreb","21","županija","2005","rashod","funkcijska","02","Obrana","025","Rashodi za obranu koji nisu drugdje svrstani","","","0"
"346","Grad Zagreb","21","županija","2005","rashod","funkcijska","03","Javni red i sigurnost","031","Usluge policije","","","0"
"347","Grad Zagreb","21","županija","2005","rashod","funkcijska","03","Javni red i sigurnost","032","Usluge protupožarne zaštite","","","70250369"
"348","Grad Zagreb","21","županija","2005","rashod","funkcijska","03","Javni red i sigurnost","033","Sudovi","","","3450000"
"349","Grad Zagreb","21","županija","2005","rashod","funkcijska","03","Javni red i sigurnost","034","Zatvori","","","0"
"350","Grad Zagreb","21","županija","2005","rashod","funkcijska","03","Javni red i sigurnost","035","Istraživanje i razvoj: Javni red i sigurnost","","","0"
"351","Grad Zagreb","21","županija","2005","rashod","funkcijska","03","Javni red i sigurnost","036","Rashodi za javni red i sigurnost koji nisu drugdje svrstani","","","400000"
"352","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","041","Opći ekonomski, trgovački i poslovi vezani uz rad","0411","Opći ekonomski i trgovački poslovi","271914007"
"353","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","041","Opći ekonomski, trgovački i poslovi vezani uz rad","0412","Opći poslovi vezani uz rad","0"
"354","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","042","Poljoprivreda, šumarstvo, ribarstvo i lov","0421","Poljoprivreda","11515305"
"355","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","042","Poljoprivreda, šumarstvo, ribarstvo i lov","0422","Šumarstvo","328991"
"356","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","042","Poljoprivreda, šumarstvo, ribarstvo i lov","0423","Ribarstvo i lov","852264"
"357","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0431","Ugljen i ostala kruta mineralna goriva","0"
"358","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0432","Nafta i prirodni plin","0"
"359","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0433","Nuklearno gorivo","0"
"360","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0434","Ostala goriva","0"
"361","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0435","Električna energija","0"
"362","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0436","Ostale vrste energije","0"
"363","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","044","Rudarstvo, proizvodnja i građevinarstvo","0441","Rudarstvo, mineralni resursi i ostala mineralna goriva","0"
"364","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","044","Rudarstvo, proizvodnja i građevinarstvo","0442","Proizvodnja","0"
"365","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","044","Rudarstvo, proizvodnja i građevinarstvo","0443","Građevinarstvo","0"
"366","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0451","Cestovni promet","707655298"
"367","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0452","Promet vodnim potovima","0"
"368","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0453","Željeznički promet","57524000"
"369","Grad Zagreb","21","županija","2005","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0454","Zračni promet","0"
