"Index","Lokacija","Tijelo samouprave","Godina","Vrsta","Klasifikacija","Razred","Razred opis","Skupina","Skupina opis","Podskupina","Podskupina opis","Iznos"
"12012801318","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","82","Primici od izdanih vrijednosnih papira","822","Obveznice","8221","Obveznice - tuzemne","0"
"12012801319","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","8222","Obveznice - inozemne","822","Obveznice","8222","Obveznice - inozemne","0"
"12012801320","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","823","Opcije i drugi financijski derivati (AOP 428+429)","822","Obveznice","823","Opcije i drugi financijski derivati (AOP 428+429)","0"
"12012801321","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","8231","Opcije i drugi financijski derivati - tuzemni","822","Obveznice","8231","Opcije i drugi financijski derivati - tuzemni","0"
"12012801322","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","8232","Opcije i drugi financijski derivati - inozemni","822","Obveznice","8232","Opcije i drugi financijski derivati - inozemni","0"
"12012801323","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","824","Ostali vrijednosni papiri (AOP 431+432)","822","Obveznice","824","Ostali vrijednosni papiri (AOP 431+432)","0"
"12012801324","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","8241","Ostali vrijednosni papiri - tuzemni","822","Obveznice","8241","Ostali vrijednosni papiri - tuzemni","0"
"12012801325","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","8242","Ostali vrijednosni papiri - inozemni","822","Obveznice","8242","Ostali vrijednosni papiri - inozemni","0"
"12012801326","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","83","Primici od prodaje dionica i udjela u glavnici","831","Primici od prodaje dionica i udjela u glavnici kreditnih i ostalih financijskih institucija u javnom sektoru","8312","Dionice i udjeli u glavnici kreditnih institucija u javnom sektoru","0"
"12012801327","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","83","Primici od prodaje dionica i udjela u glavnici","831","Primici od prodaje dionica i udjela u glavnici kreditnih i ostalih financijskih institucija u javnom sektoru","8313","Dionice i udjeli u glavnici osiguravajućih društava u javnom sektoru","0"
"12012801328","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","83","Primici od prodaje dionica i udjela u glavnici","831","Primici od prodaje dionica i udjela u glavnici kreditnih i ostalih financijskih institucija u javnom sektoru","8314","Dionice i udjeli u glavnici ostalih financijskih institucija u javnom sektoru","0"
"12012801329","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","83","Primici od prodaje dionica i udjela u glavnici","832","Primici od prodaje dionica i udjela u glavnici trgovačkih društava u javnom sektoru","8321","Dionice i udjeli u glavnici trgovačkih društava u javnom sektoru","601963"
"12012801330","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","83","Primici od prodaje dionica i udjela u glavnici","833","Primici od prodaje dionica i udjela u glavnici kreditnih i ostalih financijskih institucija izvan javnog sektora","8331","Dionice i udjeli u glavnici tuzemnih kreditnih i ostalih financijskih institucija izvan javnog sektora","0"
"12012801331","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","83","Primici od prodaje dionica i udjela u glavnici","833","Primici od prodaje dionica i udjela u glavnici kreditnih i ostalih financijskih institucija izvan javnog sektora","8332","Dionice i udjeli u glavnici inozemnih kreditnih i ostalih financijskih institucija","0"
"12012801332","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","83","Primici od prodaje dionica i udjela u glavnici","834","Primici od prodaje dionica i udjela u glavnici trgovačkih društava izvan javnog sektora","8341","Dionice i udjeli u glavnici tuzemnih trgovačkih društva izvan javnog sektora","0"
"12012801333","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","83","Primici od prodaje dionica i udjela u glavnici","834","Primici od prodaje dionica i udjela u glavnici trgovačkih društava izvan javnog sektora","8342","Dionice i udjeli u glavnici inozemnih trgovačkih društava","0"
"12012801334","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","841","Primljeni krediti i zajmovi od međunarodnih organizacija, institucija i tijela EU te inozemnih vlada","8413","Primljeni zajmovi od međunarodnih organizacija","0"
"12012801335","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","8414","Primljeni krediti i zajmovi od institucija i tijela EU","8414","Primljeni krediti i zajmovi od institucija i tijela EU","0"
"12012801336","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","8415","Primljeni zajmovi od inozemnih vlada u EU","8415","Primljeni zajmovi od inozemnih vlada u EU","0"
"12012801337","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","8416","Primljeni zajmovi od inozemnih vlada izvan EU","8416","Primljeni zajmovi od inozemnih vlada izvan EU","0"
"12012801338","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","842","Primljeni krediti i zajmovi od kreditnih i ostalih financijskih institucija u javnom sektoru","8422","Primljeni krediti od kreditnih institucija u javnom sektoru","0"
"12012801339","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","842","Primljeni krediti i zajmovi od kreditnih i ostalih financijskih institucija u javnom sektoru","8423","Primljeni zajmovi od osiguravajućih društava u javnom sektoru","0"
"12012801340","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","842","Primljeni krediti i zajmovi od kreditnih i ostalih financijskih institucija u javnom sektoru","8424","Primljeni zajmovi od ostalih financijskih institucija u javnom sektoru","0"
"12012801341","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","843","Primljeni zajmovi od trgovačkih društava u javnom sektoru","8431","Primljeni zajmovi od trgovačkih društava u javnom sektoru","0"
"12012801342","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","844","Primljeni krediti i zajmovi od kreditnih i ostalih financijskih institucija izvan javnog sektora","8443","Primljeni krediti od tuzemnih kreditnih institucija izvan javnog sektora","150000000"
"12012801343","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","844","Primljeni krediti i zajmovi od kreditnih i ostalih financijskih institucija izvan javnog sektora","8444","Primljeni zajmovi od tuzemnih osiguravajućih društava izvan javnog sektora","0"
"12012801344","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","844","Primljeni krediti i zajmovi od kreditnih i ostalih financijskih institucija izvan javnog sektora","8445","Primljeni zajmovi od ostalih tuzemnih financijskih institucija izvan javnog sektora","0"
"12012801345","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","844","Primljeni krediti i zajmovi od kreditnih i ostalih financijskih institucija izvan javnog sektora","8446","Primljeni krediti od inozemnih kreditnih institucija","0"
"12012801346","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","844","Primljeni krediti i zajmovi od kreditnih i ostalih financijskih institucija izvan javnog sektora","8447","Primljeni zajmovi od inozemnih osiguravajućih društava","0"
"12012801347","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","844","Primljeni krediti i zajmovi od kreditnih i ostalih financijskih institucija izvan javnog sektora","8448","Primljeni zajmovi od ostalih inozemnih financijskih institucija","0"
"12012801348","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","845","Primljeni zajmovi od trgovačkih društava i obrtnika izvan javnog sektora","8453","Primljeni zajmovi od tuzemnih trgovačkih društava izvan javnog sektora","0"
"12012801349","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","845","Primljeni zajmovi od trgovačkih društava i obrtnika izvan javnog sektora","8454","Primljeni zajmovi od tuzemnih obrtnika","0"
"12012801350","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","8455","Primljeni zajmovi od inozemnih trgovačkih društava","8455","Primljeni zajmovi od inozemnih trgovačkih društava","0"
"12012801351","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","8456","Primljeni zajmovi od inozemnih obrtnika","8456","Primljeni zajmovi od inozemnih obrtnika","0"
"12012801352","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","847","Primljeni zajmovi od drugih razina vlasti","8471","Primljeni zajmovi od državnog proračuna","0"
"12012801353","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","847","Primljeni zajmovi od drugih razina vlasti","8472","Primljeni zajmovi od županijskih proračuna","0"
"12012801354","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","847","Primljeni zajmovi od drugih razina vlasti","8473","Primljeni zajmovi od gradskih proračuna","0"
"12012801355","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","847","Primljeni zajmovi od drugih razina vlasti","8474","Primljeni zajmovi od općinskih proračuna","0"
"12012801356","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","847","Primljeni zajmovi od drugih razina vlasti","8475","Primljeni zajmovi od HZMO-a, HZZ-a i HZZO-a","0"
"12012801357","Grad Zagreb","županija","2012","primici od financijske imovine i zaduživanja","funkcijska","84","Primici od zaduživanja","847","Primljeni zajmovi od drugih razina vlasti","8476","Primljeni zajmovi od ostalih izvanproračunskih korisnika","0"
"12012801358","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","512","Izdaci za dane zajmove neprofitnim organizacijama, građanima i kućanstvima","5121","Dani zajmovi neprofitnim organizacijama, građanima i kućanstvima u tuzemstvu","0"
"12012801359","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","512","Izdaci za dane zajmove neprofitnim organizacijama, građanima i kućanstvima","5122","Dani zajmovi neprofitnim organizacijama, građanima i kućanstvima u inozemstvu","0"
"12012801360","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","513","Izdaci za dane zajmove kreditnim i ostalim financijskim institucijama u javnom sektoru","5132","Dani zajmovi kreditnim institucijama u javnom sektoru","0"
"12012801361","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","513","Izdaci za dane zajmove kreditnim i ostalim financijskim institucijama u javnom sektoru","5133","Dani zajmovi osiguravajućim društvima u javnom sektoru","0"
"12012801362","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","513","Izdaci za dane zajmove kreditnim i ostalim financijskim institucijama u javnom sektoru","5134","Dani zajmovi ostalim financijskim institucijama u javnom sektoru","0"
"12012801363","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","514","Izdaci za dane zajmove trgovačkim društvima u javnom sektoru","5141","Dani zajmovi trgovačkim društvima u javnom sektoru","0"
"12012801364","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","515","Izdaci za dane zajmove kreditnim i ostalim financijskim institucijama izvan javnog sektora","5153","Dani zajmovi tuzemnim kreditnim institucijama izvan javnog sektora","6000000"
"12012801365","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","515","Izdaci za dane zajmove kreditnim i ostalim financijskim institucijama izvan javnog sektora","5154","Dani zajmovi tuzemnim osiguravajućim društvima izvan javnog sektora","0"
"12012801366","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","515","Izdaci za dane zajmove kreditnim i ostalim financijskim institucijama izvan javnog sektora","5155","Dani zajmovi ostalim tuzemnim financijskim institucijama izvan javnog sektora","0"
"12012801367","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","515","Izdaci za dane zajmove kreditnim i ostalim financijskim institucijama izvan javnog sektora","5156","Dani zajmovi inozemnim kreditnim institucijama","0"
"12012801368","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","515","Izdaci za dane zajmove kreditnim i ostalim financijskim institucijama izvan javnog sektora","5157","Dani zajmovi inozemnim osiguravajućim društvima","0"
"12012801369","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","515","Izdaci za dane zajmove kreditnim i ostalim financijskim institucijama izvan javnog sektora","5158","Dani zajmovi ostalim inozemnim financijskim institucijama","0"
"12012801370","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","516","Izdaci za dane zajmove trgovačkim društvima i obrtnicima izvan javnog sektora","5163","Dani zajmovi tuzemnim trgovačkim društvima izvan javnog sektora","0"
"12012801371","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","516","Izdaci za dane zajmove trgovačkim društvima i obrtnicima izvan javnog sektora","5164","Dani zajmovi tuzemnim obrtnicima","0"
"12012801372","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","5165","Dani zajmovi inozemnim trgovačkim društvima","5165","Dani zajmovi inozemnim trgovačkim društvima","0"
"12012801373","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","5166","Dani zajmovi inozemnim obrtnicima","5166","Dani zajmovi inozemnim obrtnicima","0"
"12012801374","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","517","Dani zajmovi drugim razinama vlasti","5171","Dani zajmovi državnom proračunu","0"
"12012801375","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","517","Dani zajmovi drugim razinama vlasti","5172","Dani zajmovi županijskim proračunima","0"
"12012801376","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","517","Dani zajmovi drugim razinama vlasti","5173","Dani zajmovi gradskim proračunima","0"
"12012801377","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","517","Dani zajmovi drugim razinama vlasti","5174","Dani zajmovi općinskim proračunima","0"
"12012801378","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","517","Dani zajmovi drugim razinama vlasti","5175","Dani zajmovi HZMO-u, HZZ-u i HZZO-u","0"
"12012801379","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","517","Dani zajmovi drugim razinama vlasti","5176","Dani zajmovi ostalim izvanproračunskim korisnicima državnog proračuna","0"
"12012801380","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","51","Izdaci za dane zajmove","517","Dani zajmovi drugim razinama vlasti","5177","Dani zajmovi izvanproračunskim korisnicima županijskih, gradskih i općinskih proračuna","0"
"12012801381","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","52","Izdaci za ulaganja u vrijednosne papire","521","Izdaci za komercijalne i blagajničke zapise (AOP 528+529)","521","Izdaci za komercijalne i blagajničke zapise (AOP 528+529)","0"
"12012801382","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","52","Izdaci za ulaganja u vrijednosne papire","5211","Komercijalni i blagajnički zapisi - tuzemni","5211","Komercijalni i blagajnički zapisi - tuzemni","0"
"12012801383","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","52","Izdaci za ulaganja u vrijednosne papire","5212","Komercijalni i blagajnički zapisi - inozemni","5212","Komercijalni i blagajnički zapisi - inozemni","0"
"12012801384","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","52","Izdaci za ulaganja u vrijednosne papire","522","Izdaci za obveznice (AOP 531+532)","522","Izdaci za obveznice (AOP 531+532)","0"
"12012801385","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","52","Izdaci za ulaganja u vrijednosne papire","5221","Obveznice - tuzemne","5221","Obveznice - tuzemne","0"
"12012801386","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","52","Izdaci za ulaganja u vrijednosne papire","5222","Obveznice - inozemne","5222","Obveznice - inozemne","0"
"12012801387","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","52","Izdaci za ulaganja u vrijednosne papire","523","Izdaci za opcije i druge financijske derivate (AOP 534+535)","523","Izdaci za opcije i druge financijske derivate (AOP 534+535)","0"
"12012801388","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","52","Izdaci za ulaganja u vrijednosne papire","5231","Opcije i drugi financijski derivati - tuzemni","5231","Opcije i drugi financijski derivati - tuzemni","0"
"12012801389","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","52","Izdaci za ulaganja u vrijednosne papire","5232","Opcije i drugi financijski derivati - inozemni","5232","Opcije i drugi financijski derivati - inozemni","0"
"12012801390","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","52","Izdaci za ulaganja u vrijednosne papire","524","Izdaci za ostale vrijednosne papire","5241","Ostali tuzemni vrijednosni papiri","0"
"12012801391","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","52","Izdaci za ulaganja u vrijednosne papire","524","Izdaci za ostale vrijednosne papire","5242","Ostali inozemni vrijednosni papiri","0"
"12012801392","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","53","Izdaci za dionice i udjele u glavnici","531","Dionice i udjeli u glavnici kreditnih i ostalih financijskih institucija u javnom sektoru","5312","Dionice i udjeli u glavnici kreditnih institucija u javnom sektoru","0"
"12012801393","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","53","Izdaci za dionice i udjele u glavnici","5313","Dionice i udjeli u glavnici osiguravajućih društava u javnom sektoru","5313","Dionice i udjeli u glavnici osiguravajućih društava u javnom sektoru","0"
"12012801394","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","53","Izdaci za dionice i udjele u glavnici","5314","Dionice i udjeli u glavnici ostalih financijskih institucija u javnom sektoru","5314","Dionice i udjeli u glavnici ostalih financijskih institucija u javnom sektoru","0"
"12012801395","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","53","Izdaci za dionice i udjele u glavnici","532","Dionice i udjeli u glavnici trgovačkih društava u javnom sektoru","5321","Dionice i udjeli u glavnici trgovačkih društava u javnom sektoru","0"
12012801396,"Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","53","Izdaci za dionice i udjele u glavnici","533","Dionice i udjeli u glavnici kreditnih i ostalih financijskih institucija izvan javnog sektora",,,
(AOP 547+548);533;Dionice i udjeli u glavnici kreditnih i ostalih financijskih institucija izvan javnog sektora,,,,,,,,,,,,
(AOP 547+548);0,,,,,,,,,,,,
"12012801397","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","53","Izdaci za dionice i udjele u glavnici","5331","Dionice i udjeli u glavnici tuzemnih kreditnih i ostalih financijskih institucija izvan javnog sektora","5331","Dionice i udjeli u glavnici tuzemnih kreditnih i ostalih financijskih institucija izvan javnog sektora","0"
"12012801398","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","53","Izdaci za dionice i udjele u glavnici","5332","Dionice i udjeli u glavnici inozemnih kreditnih i ostalih financijskih institucija","5332","Dionice i udjeli u glavnici inozemnih kreditnih i ostalih financijskih institucija","0"
"12012801399","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","53","Izdaci za dionice i udjele u glavnici","534","Dionice i udjeli u glavnici trgovačkih društava izvan javnog sektora","5341","Dionice i udjeli u glavnici tuzemnih trgovačkih društava izvan javnog sektora","0"
"12012801400","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","53","Izdaci za dionice i udjele u glavnici","534","Dionice i udjeli u glavnici trgovačkih društava izvan javnog sektora","5342","Dionice i udjeli u glavnici inozemnih trgovačkih društava","0"
"12012801401","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","54","Izdaci za otplatu glavnice primljenih kredita i zajmova","541","Otplata glavnice primljenih kredita i zajmova od međunarodnih organizacija, institucija i tijela EU te inozemnih vlada","5413","Otplata glavnice primljenih zajmova od međunarodnih organizacija","0"
"12012801402","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","54","Izdaci za otplatu glavnice primljenih kredita i zajmova","541","Otplata glavnice primljenih kredita i zajmova od međunarodnih organizacija, institucija i tijela EU te inozemnih vlada","5414","Otplata glavnice primljenih kredita i zajmova od institucija i tijela EU","0"
"12012801403","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","54","Izdaci za otplatu glavnice primljenih kredita i zajmova","541","Otplata glavnice primljenih kredita i zajmova od međunarodnih organizacija, institucija i tijela EU te inozemnih vlada","5415","Otplata glavnice primljenih zajmova od inozemnih vlada u EU","0"
"12012801404","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","54","Izdaci za otplatu glavnice primljenih kredita i zajmova","541","Otplata glavnice primljenih kredita i zajmova od međunarodnih organizacija, institucija i tijela EU te inozemnih vlada","5416","Otplata glavnice primljenih zajmova od inozemnih vlada izvan EU","0"
"12012801405","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","54","Izdaci za otplatu glavnice primljenih kredita i zajmova","542","Otplata glavnice primljenih kredita i zajmova od kreditnih i ostalih financijskih institucija u javnom sektoru","5422","Otplata glavnice primljenih kredita od kreditnih institucija u javnom sektoru","0"
"12012801406","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","54","Izdaci za otplatu glavnice primljenih kredita i zajmova","542","Otplata glavnice primljenih kredita i zajmova od kreditnih i ostalih financijskih institucija u javnom sektoru","5423","Otplata glavnice primljenih zajmova od osiguravajućih društava u javnom sektoru","0"
"12012801407","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","54","Izdaci za otplatu glavnice primljenih kredita i zajmova","542","Otplata glavnice primljenih kredita i zajmova od kreditnih i ostalih financijskih institucija u javnom sektoru","5424","Otplata glavnice primljenih zajmova od ostalih financijskih institucija u javnom sektoru","0"
"12012801408","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","54","Izdaci za otplatu glavnice primljenih kredita i zajmova","543","Otplata glavnice primljenih zajmova od trgovačkih društava u javnom sektoru","5431","Otplata glavnice primljenih zajmova od trgovačkih društava u javnom sektoru","0"
"12012801409","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","54","Izdaci za otplatu glavnice primljenih kredita i zajmova","544","Otplata glavnice primljenih kredita i zajmova od kreditnih i ostalih financijskih institucija izvan javnog sektora","5443","Otplata glavnice primljenih kredita od tuzemnih kreditnih institucija izvan javnog sektora","135985350"
"12012801410","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","54","Izdaci za otplatu glavnice primljenih kredita i zajmova","544","Otplata glavnice primljenih kredita i zajmova od kreditnih i ostalih financijskih institucija izvan javnog sektora","5444","Otplata glavnice primljenih zajmova od tuzemnih osiguravajućih društava izvan javnog sektora","0"
12012801411,"Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","54","Izdaci za otplatu glavnice primljenih kredita i zajmova","544","Otplata glavnice primljenih kredita i zajmova od kreditnih i ostalih financijskih institucija izvan javnog sektora","5445","Otplata glavnice primljenih zajmova od ostalih tuzemnih financijskih institucija izvan",
javnog sektora;0,,,,,,,,,,,,
"12012801412","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","54","Izdaci za otplatu glavnice primljenih kredita i zajmova","544","Otplata glavnice primljenih kredita i zajmova od kreditnih i ostalih financijskih institucija izvan javnog sektora","5446","Otplata glavnice primljenih kredita od inozemnih kreditnih institucija","0"
"12012801413","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","54","Izdaci za otplatu glavnice primljenih kredita i zajmova","544","Otplata glavnice primljenih kredita i zajmova od kreditnih i ostalih financijskih institucija izvan javnog sektora","5447","Otplata glavnice primljenih zajmova od inozemnih osiguravajućih društava","0"
"12012801414","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","54","Izdaci za otplatu glavnice primljenih kredita i zajmova","544","Otplata glavnice primljenih kredita i zajmova od kreditnih i ostalih financijskih institucija izvan javnog sektora","5448","Otplata glavnice primljenih zajmova od ostalih inozemnih financijskih institucija","0"
"12012801415","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","54","Izdaci za otplatu glavnice primljenih kredita i zajmova","545","Otplata glavnice primljenih zajmova od trgovačkih društava i obrtnika izvan javnog sektora","5453","Otplata glavnice primljenih zajmova od tuzemnih trgovačkih društava izvan javnog sektora","7962452"
"12012801416","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","54","Izdaci za otplatu glavnice primljenih kredita i zajmova","545","Otplata glavnice primljenih zajmova od trgovačkih društava i obrtnika izvan javnog sektora","5454","Otplata glavnice primljenih zajmova od tuzemnih obrtnika","0"
"12012801417","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","54","Izdaci za otplatu glavnice primljenih kredita i zajmova","545","Otplata glavnice primljenih zajmova od trgovačkih društava i obrtnika izvan javnog sektora","5455","Otplata glavnice primljenih zajmova od inozemnih trgovačkih društava","0"
"12012801418","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","54","Izdaci za otplatu glavnice primljenih kredita i zajmova","545","Otplata glavnice primljenih zajmova od trgovačkih društava i obrtnika izvan javnog sektora","5456","Otplata glavnice primljenih zajmova od inozemnih obrtnika","0"
"12012801419","Grad Zagreb","županija","2012","izdaci za financijsku imovinu i otplate zajmova","funkcijska","54","Izdaci za otplatu glavnice primljenih kredita i zajmova","547","Otplata glavnice primljenih zajmova od drugih razina vlasti","5471","Otplata glavnice primljenih zajmova od državnog proračuna","0"
