"Index","Lokacija","Tijelo samouprave","Godina","Vrsta","Klasifikacija","Razred","Razred opis","Skupina","Skupina opis","Podskupina","Podskupina opis","Iznos"
"12011800515","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","611","Porez i prirez na dohodak","6111","Porez i prirez na dohodak od nesamostalnog rada","3839031298"
"12011800516","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","611","Porez i prirez na dohodak","6112","Porez i prirez na dohodak od samostalnih djelatnosti","320157410"
"12011800517","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","611","Porez i prirez na dohodak","6113","Porez i prirez na dohodak od imovine i imovinskih prava","47535220"
"12011800518","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","611","Porez i prirez na dohodak","6114","Porez i prirez na dohodak od kapitala","28882106"
"12011800519","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","611","Porez i prirez na dohodak","6115","Porez i prirez na dohodak po godišnjoj prijavi","85553035"
"12011800520","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","611","Porez i prirez na dohodak","6116","Porez i prirez na dohodak utvrđen u postupku nadzora za prethodne godine","18630514"
"12011800521","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","611","Porez i prirez na dohodak","6117","Povrat poreza i prireza na dohodak po godišnjoj prijavi","202130689"
"12011800522","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","611","Porez i prirez na dohodak","6119","Povrat više ostvarenog poreza na dohodak za decentralizirane funkcije","-128339000"
"12011800523","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","612","Porez na dobit","6121","Porez na dobit od poduzetnika","0"
"12011800524","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","612","Porez na dobit","6122","Porez na dobit po odbitku na naknade za korištenje prava i za usluge","0"
"12011800525","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","612","Porez na dobit","6123","Porez na dobit po odbitku na kamate, dividende i udjele u dobiti","0"
"12011800526","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","6124","Porez na dobit po godišnjoj prijavi","6124","Porez na dobit po godišnjoj prijavi","0"
"12011800527","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","6125","Povrat poreza na dobit po godišnjoj prijavi","6125","Povrat poreza na dobit po godišnjoj prijavi","0"
"12011800528","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","613","Porezi na imovinu","6131","Stalni porezi na nepokretnu imovinu","555117"
"12011800529","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","613","Porezi na imovinu","6132","Porez na nasljedstva i darove","3862586"
"12011800530","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","613","Porezi na imovinu","6133","Porez na kapitalne i financijske transakcije","0"
"12011800531","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","613","Porezi na imovinu","6134","Povremeni porezi na imovinu","190795029"
"12011800532","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","613","Porezi na imovinu","6135","Ostali stalni porezi na imovinu","0"
"12011800533","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","614","Porezi na robu i usluge","6141","Porez na dodanu vrijednost","0"
"12011800534","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","614","Porezi na robu i usluge","6142","Porez na promet","16136034"
"12011800535","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","614","Porezi na robu i usluge","6143","Posebni porezi i trošarine","0"
"12011800536","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","614","Porezi na robu i usluge","6145","Porezi na korištenje dobara ili izvođenje aktivnosti","114974464"
"12011800537","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","614","Porezi na robu i usluge","6146","Ostali porezi na robu i usluge","0"
"12011800538","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","614","Porezi na robu i usluge","6147","Porez na dobitke od igara na sreću i ostali porezi od igara na sreću","984950"
"12011800539","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","614","Porezi na robu i usluge","6148","Naknade za priređivanje igara na sreću","0"
"12011800540","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","615","Porezi na međunarodnu trgovinu i transakcije (AOP 033+034)","615","Porezi na međunarodnu trgovinu i transakcije (AOP 033+034)","0"
"12011800541","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","6151","Carine i carinske pristojbe","6151","Carine i carinske pristojbe","0"
"12011800542","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","6152","Ostali porezi na međunarodnu trgovinu i transakcije","6152","Ostali porezi na međunarodnu trgovinu i transakcije","0"
"12011800543","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","616","Ostali prihodi od poreza","6161","Ostali prihodi od poreza koje plaćaju pravne osobe","0"
"12011800544","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","616","Ostali prihodi od poreza","6162","Ostali prihodi od poreza koje plaćaju fizičke osobe","0"
"12011800545","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","61","Prihodi od poreza","616","Ostali prihodi od poreza","6163","Ostali neraspoređeni prihodi od poreza","0"
"12011800546","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","62","Doprinosi","621","Doprinosi za zdravstveno osiguranje (AOP 041+042)","621","Doprinosi za zdravstveno osiguranje (AOP 041+042)","0"
"12011800547","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","62","Doprinosi","6211","Doprinosi za obvezno zdravstveno osiguranje","6211","Doprinosi za obvezno zdravstveno osiguranje","0"
"12011800548","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","62","Doprinosi","6212","Doprinosi za obvezno zdravstveno osiguranje za slučaj ozljede na radu","6212","Doprinosi za obvezno zdravstveno osiguranje za slučaj ozljede na radu","0"
"12011800549","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","62","Doprinosi","622","Doprinosi za mirovinsko osiguranje","","","0"
"12011800550","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","62","Doprinosi","6221","Doprinosi za mirovinsko osiguranje","6221","Doprinosi za mirovinsko osiguranje","0"
"12011800551","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","62","Doprinosi","623","Doprinosi za zapošljavanje (AOP 046)","623","Doprinosi za zapošljavanje (AOP 046)","0"
"12011800552","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","62","Doprinosi","6232","Doprinosi za obvezno osiguranje u slučaju nezaposlenosti","6232","Doprinosi za obvezno osiguranje u slučaju nezaposlenosti","0"
"12011800553","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","63","Pomoći iz inozemstva (darovnice) i od subjekata unutar općeg proračuna","631","Pomoći od inozemnih vlada","6311","Tekuće pomoći od inozemnih vlada","0"
"12011800554","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","63","Pomoći iz inozemstva (darovnice) i od subjekata unutar općeg proračuna","631","Pomoći od inozemnih vlada","6312","Kapitalne pomoći od inozemnih vlada","0"
"12011800555","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","63","Pomoći iz inozemstva (darovnice) i od subjekata unutar općeg proračuna","632","Pomoći od međunarodnih organizacija te institucija i tijela EU","6321","Tekuće pomoći od međunarodnih organizacija","0"
"12011800556","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","63","Pomoći iz inozemstva (darovnice) i od subjekata unutar općeg proračuna","632","Pomoći od međunarodnih organizacija te institucija i tijela EU","6322","Kapitalne pomoći od međunarodnih organizacija","0"
"12011800557","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","63","Pomoći iz inozemstva (darovnice) i od subjekata unutar općeg proračuna","632","Pomoći od međunarodnih organizacija te institucija i tijela EU","6323","Tekuće pomoći od institucija i tijela EU","1527124"
"12011800558","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","63","Pomoći iz inozemstva (darovnice) i od subjekata unutar općeg proračuna","632","Pomoći od međunarodnih organizacija te institucija i tijela EU","6324","Kapitalne pomoći od institucija i tijela EU","0"
"12011800559","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","63","Pomoći iz inozemstva (darovnice) i od subjekata unutar općeg proračuna","633","Pomoći iz proračuna","6331","Tekuće pomoći iz proračuna","55904301"
"12011800560","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","63","Pomoći iz inozemstva (darovnice) i od subjekata unutar općeg proračuna","633","Pomoći iz proračuna","6332","Kapitalne pomoći iz proračuna","0"
"12011800561","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","63","Pomoći iz inozemstva (darovnice) i od subjekata unutar općeg proračuna","633","Pomoći iz proračuna","6333","Tekuće pomoći od proračunskih korisnika temeljem prijenosa sredstava EU","35248"
"12011800562","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","63","Pomoći iz inozemstva (darovnice) i od subjekata unutar općeg proračuna","633","Pomoći iz proračuna","6334","Kapitalne pomoći od proračunskih korisnika temeljem prijenosa sredstava EU","0"
"12011800563","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","63","Pomoći iz inozemstva (darovnice) i od subjekata unutar općeg proračuna","634","Pomoći od ostalih subjekata unutar općeg proračuna","6341","Tekuće pomoći od ostalih subjekata unutar općeg proračuna","0"
"12011800564","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","63","Pomoći iz inozemstva (darovnice) i od subjekata unutar općeg proračuna","634","Pomoći od ostalih subjekata unutar općeg proračuna","6342","Kapitalne pomoći od ostalih subjekata unutar općeg proračuna","0"
"12011800565","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","63","Pomoći iz inozemstva (darovnice) i od subjekata unutar općeg proračuna","635","Pomoći izravnanja za decentralizirane funkcije","6351","Tekuće pomoći izravnanja za decentralizirane funkcije","0"
"12011800566","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","63","Pomoći iz inozemstva (darovnice) i od subjekata unutar općeg proračuna","635","Pomoći izravnanja za decentralizirane funkcije","6352","Kapitalne pomoći izravnanja za decentralizirane funkcije","0"
"12011800567","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","64","Prihodi od imovine","641","Prihodi od financijske imovine","6412","Prihodi od kamata po vrijednosnim papirima","0"
"12011800568","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","64","Prihodi od imovine","641","Prihodi od financijske imovine","6413","Kamate na oročena sredstva i depozite po viđenju","4669631"
"12011800569","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","64","Prihodi od imovine","641","Prihodi od financijske imovine","6414","Prihodi od zateznih kamata","5054641"
"12011800570","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","64","Prihodi od imovine","641","Prihodi od financijske imovine","6415","Prihodi od pozitivnih tečajnih razlika i razlika zbog primjene valutne klauzule","1055904"
"12011800571","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","64","Prihodi od imovine","641","Prihodi od financijske imovine","6416","Prihodi od dividendi","450"
"12011800572","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","64","Prihodi od imovine","641","Prihodi od financijske imovine","6417","Prihodi iz dobiti trgovačkih društava, kreditnih i ostalih financijskih institucija po posebnim propisima","2944713"
"12011800573","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","64","Prihodi od imovine","641","Prihodi od financijske imovine","6419","Ostali prihodi od financijske imovine","0"
"12011800574","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","64","Prihodi od imovine","642","Prihodi od nefinancijske imovine","6421","Naknade za koncesije","5681272"
"12011800575","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","64","Prihodi od imovine","642","Prihodi od nefinancijske imovine","6422","Prihodi od zakupa i iznajmljivanja imovine","133578709"
"12011800576","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","64","Prihodi od imovine","642","Prihodi od nefinancijske imovine","6423","Naknada za korištenje nefinancijske imovine","51553113"
"12011800577","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","64","Prihodi od imovine","642","Prihodi od nefinancijske imovine","6424","Naknade za ceste","209321220"
"12011800578","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","64","Prihodi od imovine","642","Prihodi od nefinancijske imovine","6429","Ostali prihodi od nefinancijske imovine","0"
"12011800579","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","64","Prihodi od imovine","643","Prihodi od kamata na dane zajmove","6431","Prihodi od kamata na dane zajmove međunarodnim organizacijama, institucijama i tijelima EU te inozemnim vladama","0"
"12011800580","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","64","Prihodi od imovine","643","Prihodi od kamata na dane zajmove","6432","Prihodi od kamata na dane zajmove neprofitnim organizacijama, građanima i kućanstvima","132027"
"12011800581","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","64","Prihodi od imovine","643","Prihodi od kamata na dane zajmove","6433","Prihodi od kamata na dane zajmove kreditnim i ostalim financijskim institucijama u javnom sektoru","0"
"12011800582","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","64","Prihodi od imovine","643","Prihodi od kamata na dane zajmove","6434","Prihodi od kamata na dane zajmove trgovačkim društvima u javnom sektoru","336178"
"12011800583","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","64","Prihodi od imovine","643","Prihodi od kamata na dane zajmove","6435","Prihodi od kamata na dane zajmove kreditnim i ostalim financijskim institucijama izvan javnog sektora","0"
"12011800584","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","64","Prihodi od imovine","643","Prihodi od kamata na dane zajmove","6436","Prihodi od kamata na dane zajmove trgovačkim društvima i obrtnicima izvan javnog sektora","0"
"12011800585","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","64","Prihodi od imovine","643","Prihodi od kamata na dane zajmove","6437","Prihodi od kamata na dane zajmove drugim razinama vlasti","0"
"12011800586","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","65","Prihodi od upravnih i administrativnih pristojbi, pristojbi po posebnim propisima i naknada","651","Upravne i administrativne pristojbe","6511","Državne upravne i sudske pristojbe","0"
"12011800587","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","65","Prihodi od upravnih i administrativnih pristojbi, pristojbi po posebnim propisima i naknada","651","Upravne i administrativne pristojbe","6512","Županijske, gradske i općinske pristojbe i naknade","19859459"
"12011800588","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","65","Prihodi od upravnih i administrativnih pristojbi, pristojbi po posebnim propisima i naknada","651","Upravne i administrativne pristojbe","6513","Ostale upravne pristojbe i naknade","29183661"
"12011800589","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","65","Prihodi od upravnih i administrativnih pristojbi, pristojbi po posebnim propisima i naknada","651","Upravne i administrativne pristojbe","6514","Ostale pristojbe i naknade","1328162"
"12011800590","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","65","Prihodi od upravnih i administrativnih pristojbi, pristojbi po posebnim propisima i naknada","652","Prihodi po posebnim propisima","6521","Prihodi državne uprave","0"
"12011800591","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","65","Prihodi od upravnih i administrativnih pristojbi, pristojbi po posebnim propisima i naknada","652","Prihodi po posebnim propisima","6522","Prihodi vodnog gospodarstva","9559775"
"12011800592","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","65","Prihodi od upravnih i administrativnih pristojbi, pristojbi po posebnim propisima i naknada","652","Prihodi po posebnim propisima","6524","Doprinosi za šume","256786"
"12011800593","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","65","Prihodi od upravnih i administrativnih pristojbi, pristojbi po posebnim propisima i naknada","652","Prihodi po posebnim propisima","6525","Mjesni samodoprinos","0"
"12011800594","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","65","Prihodi od upravnih i administrativnih pristojbi, pristojbi po posebnim propisima i naknada","652","Prihodi po posebnim propisima","6526","Ostali nespomenuti prihodi","121884351"
"12011800595","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","65","Prihodi od upravnih i administrativnih pristojbi, pristojbi po posebnim propisima i naknada","652","Prihodi po posebnim propisima","6527","Naknade od financijske imovine","0"
"12011800596","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","65","Prihodi od upravnih i administrativnih pristojbi, pristojbi po posebnim propisima i naknada","653","Komunalni doprinosi i naknade","6531","Komunalni doprinosi","335146203"
"12011800597","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","65","Prihodi od upravnih i administrativnih pristojbi, pristojbi po posebnim propisima i naknada","653","Komunalni doprinosi i naknade","6532","Komunalne naknade","639708800"
"12011800598","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","65","Prihodi od upravnih i administrativnih pristojbi, pristojbi po posebnim propisima i naknada","653","Komunalni doprinosi i naknade","6533","Naknade za priključak","3133887"
"12011800599","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","66","Prihodi od prodaje proizvoda i robe te pruženih usluga i prihodi od donacija","661","Prihodi od prodaje proizvoda i robe te pruženih usluga","6614","Prihodi od prodaje proizvoda i robe","0"
"12011800600","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","66","Prihodi od prodaje proizvoda i robe te pruženih usluga i prihodi od donacija","661","Prihodi od prodaje proizvoda i robe te pruženih usluga","6615","Prihodi od pruženih usluga","0"
"12011800601","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","66","Prihodi od prodaje proizvoda i robe te pruženih usluga i prihodi od donacija","663","Donacije od pravnih i fizičkih osoba izvan općeg proračuna","6631","Tekuće donacije","0"
"12011800602","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","66","Prihodi od prodaje proizvoda i robe te pruženih usluga i prihodi od donacija","663","Donacije od pravnih i fizičkih osoba izvan općeg proračuna","6632","Kapitalne donacije","0"
"12011800603","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","67","Prihodi iz proračuna","671","Prihodi iz proračuna za financiranje redovne djelatnosti proračunskih korisnika","6711","Prihodi za financiranje rashoda poslovanja","0"
"12011800604","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","67","Prihodi iz proračuna","671","Prihodi iz proračuna za financiranje redovne djelatnosti proračunskih korisnika","6712","Prihodi za financiranje rashoda za nabavu nefinancijske imovine","0"
"12011800605","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","67","Prihodi iz proračuna","671","Prihodi iz proračuna za financiranje redovne djelatnosti proračunskih korisnika","6713","Prihodi na temelju ugovorenih obveza","0"
"12011800606","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","68","Kazne, upravne mjere i ostali prihodi","681","Kazne i upravne mjere","6811","Kazne za carinske prekršaje","0"
"12011800607","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","68","Kazne, upravne mjere i ostali prihodi","681","Kazne i upravne mjere","6812","Kazne za devizne prekršaje","0"
"12011800608","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","68","Kazne, upravne mjere i ostali prihodi","681","Kazne i upravne mjere","6813","Kazne za porezne prekršaje","0"
"12011800609","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","68","Kazne, upravne mjere i ostali prihodi","681","Kazne i upravne mjere","6814","Kazne za prekršaje trgovačkih društava - privredne prijestupe","0"
"12011800610","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","68","Kazne, upravne mjere i ostali prihodi","681","Kazne i upravne mjere","6815","Kazne za prekršaje u prometu","0"
"12011800611","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","68","Kazne, upravne mjere i ostali prihodi","681","Kazne i upravne mjere","6816","Kazne i druge mjere u kaznenom postupku","0"
"12011800612","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","68","Kazne, upravne mjere i ostali prihodi","681","Kazne i upravne mjere","6817","Kazne za prekršaje na kulturnim dobrima","0"
"12011800613","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","68","Kazne, upravne mjere i ostali prihodi","681","Kazne i upravne mjere","6818","Upravne mjere","0"
"12011800614","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","68","Kazne, upravne mjere i ostali prihodi","681","Kazne i upravne mjere","6819","Ostale kazne","8266765"
"12011800615","Grad Zagreb","županija","2011","prihodi poslovanja","funkcijska","68","Kazne, upravne mjere i ostali prihodi","683","Ostali prihodi","6831","Ostali prihodi","30725230"
"12011800616","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","31","Rashodi za zaposlene","311","Plaće (bruto)","3111","Plaće za redovan rad","1180413595"
"12011800617","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","31","Rashodi za zaposlene","311","Plaće (bruto)","3112","Plaće u naravi","0"
"12011800618","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","31","Rashodi za zaposlene","311","Plaće (bruto)","3113","Plaće za prekovremeni rad","1451995"
"12011800619","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","31","Rashodi za zaposlene","311","Plaće (bruto)","3114","Plaće za posebne uvjete rada","6381800"
"12011800620","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","31","Rashodi za zaposlene","312","Ostali rashodi za zaposlene","3121","Ostali rashodi za zaposlene","91605246"
"12011800621","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","31","Rashodi za zaposlene","313","Doprinosi na plaće","3131","Doprinosi za mirovinsko osiguranje","3759000"
"12011800622","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","31","Rashodi za zaposlene","313","Doprinosi na plaće","3132","Doprinosi za obvezno zdravstveno osiguranje","183648618"
"12011800623","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","31","Rashodi za zaposlene","313","Doprinosi na plaće","3133","Doprinosi za obvezno osiguranje u slučaju nezaposlenosti","20384236"
"12011800624","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","321","Naknade troškova zaposlenima","3211","Službena putovanja","6841757"
"12011800625","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","321","Naknade troškova zaposlenima","3212","Naknade za prijevoz, za rad na terenu i odvojeni život","59064187"
"12011800626","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","321","Naknade troškova zaposlenima","3213","Stručno usavršavanje zaposlenika","5461145"
"12011800627","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","321","Naknade troškova zaposlenima","3214","Ostale naknade troškova zaposlenima","0"
"12011800628","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","322","Rashodi za materijal i energiju","3221","Uredski materijal i ostali materijalni rashodi","39070934"
"12011800629","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","322","Rashodi za materijal i energiju","3222","Materijal i sirovine","122338054"
"12011800630","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","322","Rashodi za materijal i energiju","3223","Energija","211676716"
"12011800631","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","322","Rashodi za materijal i energiju","3224","Materijal i dijelovi za tekuće i investicijsko održavanje","8078289"
"12011800632","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","322","Rashodi za materijal i energiju","3225","Sitni inventar i auto gume","4977663"
"12011800633","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","322","Rashodi za materijal i energiju","3226","Vojna oprema","0"
"12011800634","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","322","Rashodi za materijal i energiju","3227","Službena, radna i zaštitna odjeća i obuća","832835"
"12011800635","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","323","Rashodi za usluge","3231","Usluge telefona, pošte i prijevoza","39738512"
"12011800636","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","323","Rashodi za usluge","3232","Usluge tekućeg i investicijskog održavanja","888331888"
"12011800637","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","323","Rashodi za usluge","3233","Usluge promidžbe i informiranja","25988708"
"12011800638","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","323","Rashodi za usluge","3234","Komunalne usluge","68817758"
"12011800639","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","323","Rashodi za usluge","3235","Zakupnine i najamnine","268176830"
"12011800640","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","323","Rashodi za usluge","3236","Zdravstvene i veterinarske usluge","11372816"
"12011800641","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","323","Rashodi za usluge","3237","Intelektualne i osobne usluge","80590255"
"12011800642","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","323","Rashodi za usluge","3238","Računalne usluge","27730229"
"12011800643","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","323","Rashodi za usluge","3239","Ostale usluge","52870701"
"12011800644","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","324","Naknade troškova osobama izvan radnog odnosa","3241","Naknade troškova osobama izvan radnog odnosa","1414460"
"12011800645","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","329","Ostali nespomenuti rashodi poslovanja","3291","Naknade za rad predstavničkih i izvršnih tijela, povjerenstava i slično","38520672"
"12011800646","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","329","Ostali nespomenuti rashodi poslovanja","3292","Premije osiguranja","7608346"
"12011800647","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","329","Ostali nespomenuti rashodi poslovanja","3293","Reprezentacija","2357068"
"12011800648","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","329","Ostali nespomenuti rashodi poslovanja","3294","Članarine","971663"
"12011800649","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","329","Ostali nespomenuti rashodi poslovanja","3295","Pristojbe i naknade","2336788"
"12011800650","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","32","Materijalni rashodi","329","Ostali nespomenuti rashodi poslovanja","3299","Ostali nespomenuti rashodi poslovanja","57128199"
"12011800651","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","34","Financijski rashodi","341","Kamate za izdane vrijednosne papire","3411","Kamate za izdane trezorske zapise","0"
"12011800652","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","34","Financijski rashodi","341","Kamate za izdane vrijednosne papire","3412","Kamate za izdane mjenice","0"
"12011800653","Grad Zagreb","županija","2011","rashodi poslovanja","funkcijska","34","Financijski rashodi","341","Kamate za izdane vrijednosne papire","3413","Kamate za izdane obveznice","0"
