Index,Lokacija,Tijelo samouprave,Godina,Vrsta,Klasifikacija,Razdjel,Razdjel opis,Glava,Glava opis,Korisnik,Korisnik opis,Iznos
201372301,Hrvatska,država,2013,izvršenje,organizacijska,160,DRŽAVNI ZAVOD ZA STATISTIKU,16005,Državni zavod za statistiku,,,87286287
201372302,Hrvatska,država,2013,izvršenje,organizacijska,185,DRŽAVNI URED ZA REVIZIJU,18505,Državni ured za reviziju,,,49641080
201372303,Hrvatska,država,2013,izvršenje,organizacijska,196,DRŽAVNA KOMISIJA ZA KONTROLU POSTUPAKA JAVNE NABAVE,19605,Državna komisija za kontrolu postupaka javne nabave,,,7638637
201372304,Hrvatska,država,2013,izvršenje,organizacijska,225,DRŽAVNI INSPEKTORAT,22505,Državni inspektorat,,,127384238
201372305,Hrvatska,država,2013,izvršenje,organizacijska,230,KOMISIJA ZA ODNOSE S VJERSKIM ZAJEDNICAMA,23005,Komisija za odnose s vjerskim zajednicama,,,659799
201372306,Hrvatska,država,2013,izvršenje,organizacijska,235,DIGITALNI INFORMACIJSKO-DOKUMENTACIJSKI URED,23505,Digitalni informacijsko-dokumentacijski ured,,,4592561
201372307,Hrvatska,država,2013,izvršenje,organizacijska,240,URED VIJEĆA ZA NACIONALNU SIGURNOST,24005,Ured vijeća za nacionalnu sigurnost,,,19515360
201372308,Hrvatska,država,2013,izvršenje,organizacijska,241,OPERATIVNO-TEHNIČKI CENTAR ZA NADZOR TELEKOMUNIKACIJA,24105,Operativno-tehnički centar za nadzor telekomunikacija,,,18846628
201372309,Hrvatska,država,2013,izvršenje,organizacijska,242,ZAVOD ZA SIGURNOST INFORMACIJSKIH SUSTAVA,24205,Zavod za sigurnost informacijskih sustava,,,12333514
201372310,Hrvatska,država,2013,izvršenje,organizacijska,250,AGENCIJA ZA ZAŠTITU OSOBNIH PODATAKA,25005,Agencija za zaštitu osobnih podataka,,,10378727
201372311,Hrvatska,država,2013,izvršenje,organizacijska,256,DRŽAVNI ZAVOD ZA RADIOLOŠKU I NUKLEARNU SIGURNOST,25605,Državni zavod za radiološku i nuklearnu sigurnost,,,9836248
201372312,Hrvatska,država,2013,izvršenje,organizacijska,257,AGENCIJA ZA REGULACIJU TRŽIŠTA ŽELJEZNIČKIH USLUGA,25705,Agencija za regulaciju tržišta željezničkih usluga,,,2433718
